name_entreprise,name_establishment,creation_date,type_way,address,city,postal_code,gender,first_name,last_name,brewery_status,created_by,last_modification_date,last_modified_by
BRASSERIE ADENNES,ADENNES,2015-09-01,AVENUE,DE GENEVE,SAINT-JULIEN-EN-GENEVOIS,74160,,,,0,,,
BRASSERIE DE LA CAVE,BRASSERIE DE LA CAVE,2015-09-14,RUE,ENCLOS REY,NIMES,30000,,,,0,,,
MICROBRASSERIE BALM,,2019-07-01,LOTISSEMENT,LE LAIRE,LE BROC,63500,,,,0,,,
MICROBRASSERIE BALM,,2019-07-01,AVENUE,D'AUBIERE,COURNON-D'AUVERGNE,63800,,,,0,,,
,,2015-10-01,RUE,JOSEPH VOGT,SOULTZ-HAUT-RHIN,68360,M,ERIC,GESCHWINDENHAMMER,0,,,
BRASSERIE MATHEYSINE,BRASSERIE MATHEYSINE,2021-07-15,RUE,DU SERRET,NANTES-EN-RATIER,38350,,,,0,,,
EURL FERLIN AUDREY,LA BRASSERIE DU CAOU,2015-10-03,RUE,VALENTIN DURIEZ,MERVILLE,59660,,,,0,,,
LA BAF (BIERE ARTISANALE DE FIGUEROLLES),,2013-11-24,RUE,DE CLARET,MONTPELLIER,34070,,,,0,,,
LAPC,,2015-10-01,RUE,DE LA MAIRIE,FORS,79230,,,,0,,,
BRASSERIE ARTISANALE DE PROVENCE,,2016-06-25,AVENUE,OLIVIER PERROY,ROUSSET,13790,,,,0,,,
ONIRIQUE,,2015-09-01,RUE,GEORGES MELIES,BOIS-D'ARCY,78390,,,,0,,,
LA GOLAYE COOPERATIVE,,2015-10-01,RUE,JULES BOUGEL,XERTIGNY,88220,,,,0,,,
,BRASSERIE DE LA ROSSETIERE,2017-11-01,RTE,DE SAINT ETIENNE DE CROSSEY,SAINT-AUPRE,38960,M,DAMIEN,VANTHOURNOUT,0,,,
L.B.B,L.B.B,2018-01-11,RUE,BORIE,BORDEAUX,33300,,,,0,,,
,BRASSERIE LA LOUV,2022-10-01,RUE,JOUBERT DE LA COUR,BEAUFOU,85170,F,CATHERINE,BOURNIGAL,0,,,
B06,,2018-10-01,CHEMIN,DE BEAUVERT,ANTIBES,06600,,,,0,,,
BRASSERIE DISTILLERIE DU CABESTAN,,2018-04-23,,MOUNET SUD,SAINTE-CROIX-DU-MONT,33410,,,,0,,,
MNOP,,2020-06-23,RUE,DE L'ARTISANAT,AUSSOIS,73500,,,,0,,,
BRASSERIE IRVOY,BRASSERIE IRVOY,2015-10-31,RUE,GAY LUSSAC,GRENOBLE,38100,,,,0,,,
BRASSERIE IRVOY,BRASSERIE IRVOY,2017-09-05,RUE,CLAUDE GENIN,GRENOBLE,38100,,,,0,,,
SOMA,,2016-10-01,RUE,PROFONDE,ISSEL,11400,,,,0,,,
SOMA,,2022-02-16,,LE FEYNARD,CHEVANCEAUX,17210,,,,0,,,
,BRASSERIE DU BOSQUET,2022-01-01,CHAUSSEE,DE DOULLENS,BEAUQUESNE,80600,M,QUENTIN,SELLEZ,0,,,
MICRO-BRASSERIE L'ONCE TROY,,2021-10-07,,FERME DE L'HOPITAU,GERAUDOT,10220,,,,0,,,
ASSOCIATION LA BIERE EN CHANTIER,,2014-03-03,,LE BOURG,GENTIOUX PIGEROLLES,23340,,,,0,,,
MICRO BRASSERIE HARDY,MICRO BRASSERIE HARDY,2024-01-01,RUE,DE LILLE,QUESNOY-SUR-DEULE,59890,,,,0,,,
,LES BINOUZES DU BARBU,2022-07-05,RUE,DES CHAUVELLES,SAINTE-SOULLE,17220,M,GEOFFREY,PEYROL,0,,,
KANAHA BEER,KANAHA BEER,2019-01-01,RUE,DE LA FERRONNERIE,BISCARROSSE,40600,,,,0,,,
BRASSERIE DE PROVENCE,AQUAE MALTAE,2018-05-01,AVENUE,MARECHAL DE LATTRE DE TASSIGNY,AIX-EN-PROVENCE,13090,,,,0,,,
LA BRASSERIE IMPERIALE,,2019-01-01,RUE,ZEVACO-MAIRE,AJACCIO,20000,,,,0,,,
SARL MALACURIA,,2015-10-01,RUE,PRINCIPALE,MALAUCOURT-SUR-SEILLE,57590,,,,0,,,
BRASSERIE BRIVADOISE,,2015-11-01,RUE,DE LA COTE,COHADE,43100,,,,0,,,
BRASSERIE ARTISANALE DU RIED,LES BRASSEURS DU RIED,2015-10-28,RUE,EHNWIHR,MUTTERSHOLTZ,67600,,,,0,,,
LA BRASSERIE DES 3 CLOCHERS,,2015-10-15,RUE,DE DERRIERE,LESTREM,62136,,,,0,,,
[ND],[ND],2023-02-01,[ND],[ND],OISSEAU,[ND],[ND],[ND],[ND],0,,,
LA BRASSERIE DU PAYS BASQUE,,2017-03-01,ROUTE,DU MOULIN DE LA FERRERIE,BARDOS,64520,,,,0,,,
BRASSEURS DU SUD,BIERE DE LA RADE,2016-12-08,RUE,AMIRAL NOMY,TOULON,83000,,,,0,,,
BRASSEURS DU SUD,BIERE DE LA RADE,2022-08-29,,MONTE BATTERIE DE LA MONTAGNE,LA SEYNE-SUR-MER,83500,,,,0,,,
,CONNIVENCE,2015-12-01,ROUTE,DE PLAMBOIS,APPRIEU,38140,M,VINCENT,WIERZBICKI,0,,,
BRASSERIE DU MONT CASSEL,,2016-01-15,ROUTE,DE DUNKERQUE,CASSEL,59670,,,,0,,,
PIRATES DU CLAIN,PIRATES DU CLAIN,2015-12-16,AVENUE,DE LA PLAGE,LIGUGE,86240,,,,0,,,
BRASSERIE ARTISANALE LA BONNE BOUILLE,,2015-11-16,RUE,DU MAGASIN,PONTARLIER,25300,,,,0,,,
LA BRASSERIE DU LOIR,,2015-12-01,,LES GRANDES PILLETIERES,LA FLECHE,72200,,,,0,,,
"BRASSERIE D ISSOIRE, LES COUZINES",,2023-05-21,IMPASSE,EMILE ZOLA,ISSOIRE,63500,,,,0,,,
LA BRASSERIE DES TILLEULS,LA BIVOUAK,2022-01-01,ALLEE,DES RASSADES,NYONS,26110,,,,0,,,
BRASSERIE POPIHN,,2015-12-01,,DOMAINE DE VAUMORIN,VAUMORT,89320,,,,0,,,
,LA FRATERNELLE,2024-03-01,RUE,DE LIESSIES,SOLRE-LE-CHATEAU,59740,M,FLORENT,DELTOMBE,0,,,
BRASSERIE DU CHANOINE,,2015-12-14,RUE,DU CHANOINE GOUMET,HAUTEFORT,24390,,,,0,,,
SBN-SOCCA BIERA NICE,,2015-11-24,,COLLET DE BELLON,NICE,06000,,,,0,,,
BRASSERIE REGIONALE DE L'OUEST,,2015-11-30,,ZA MIKEY,PEDERNEC,22540,,,,0,,,
BRASSERIE DU PAYS DE SEINE ET LOING,BRASSERIE DU PAYS DE SEINE ET LOING,2016-01-01,RUE,DU GENERAL DE GAULLE,CHAMPAGNE-SUR-SEINE,77430,,,,0,,,
LA MER A BOIRE,,2016-01-02,RUE,DE L’HIPPOCAMPE,GRUISSAN,11430,,,,0,,,
MESYVIC,,2019-09-01,ROUTE,DE BUJALEUF,SAINT-MOREIL,23400,,,,0,,,
BOC17 BRASSERIE ORIGINALE CHARENTAISE,BOC17 BIERE ORIGINALE CHARENTAISE,2016-01-04,IMP,NICOLAS APPERT,PONT L'ABBE D'ARNOULT,17250,,,,0,,,
[ND],[ND],2015-12-20,[ND],[ND],CHATEAUNEUF-LA-FORET,[ND],[ND],[ND],[ND],0,,,
BRASSERIE DE LA SAULX,,2016-01-01,RUE,DU FOURNEAU,MORLEY,55290,,,,0,,,
BRASSERIE LA TUILERIE,,2017-11-06,RUE,DU PONT DES ROCHES,METZ,57000,,,,0,,,
BRASSERIE LA TUILERIE,,2023-03-23,RUE,LIEUTENANT COLONEL DAGNAUX,AUGNY,57685,,,,0,,,
BRASSERIE HONIGMANN,,2015-12-21,,CHATULAY,SAINT LUBIN EN VERGONNOIS,41190,,,,0,,,
,BRASSERIE DU SOULIER,2023-05-12,CHEMIN,DU SOULIER,VALVIGNERES,07400,M,JULIEN,MAZOYER,0,,,
PIVA,,2019-05-18,ROUTE,DE LA FAUCONNIERE,BELLEYDOUX,01130,,,,0,,,
,BRASSERIE LA BIERE PERCEE,2016-01-04,ROUTE,NAPOLEON,PIERRE-CHATEL,38119,F,JULIA,LEROY,0,,,
BRASSERIE ARTISANALE PHILMORE,BRASSERIE ARTISANALE PHILMORE,2016-01-02,RUE,EMILE ZOLA,REZE,44400,,,,0,,,
BRASSERIE ARTISANALE PHILMORE,LA MANUFACTURE PHILMORE,2023-05-12,RUE,KEPLER,LA CHAPELLE-SUR-ERDRE,44240,,,,0,,,
BRASSERIE DE CHAMBARAN,BRASSERIE DE CHAMBARAN,2016-02-01,ROUTE,DE L’AEROPORT,SAINT-ETIENNE-DE-SAINT-GEOIRS,38590,,,,0,,,
LES ACOLYTES,,2015-12-11,LD,LE CLOUP,LUZECH,46140,,,,0,,,
,,2016-01-03,RUE,DE L'EGLISE,SAINT-AUBIN-EN-BRAY,60650,M,REMY,JUQUEL,0,,,
GRAINE DE BULLES,GRAINE DE BULLES,2019-01-30,RUE,DES FRERES SEGUIN,DAVEZIEUX,07430,,,,0,,,
PLAN BIERE,LES BRASSES,2019-11-05,RUE,BELLIER,NANTES,44000,,,,0,,,
LA BRASSERIE DE LA REINE,"LA RAMBOLITAINE, LA BIERE DU TRIANON",2016-02-01,RUE,GUSTAVE EIFFEL,RAMBOUILLET,78120,,,,0,,,
,,2016-01-08,ALLEE,DU VANNEAU HUPPE,MONTAGNY,69700,M,YVES-THOMAS,COLLET,0,,,
LA FABRIQUE DE BIERE NORMANDE,LA FABRIQUE DE BIERE NORMANDE,2016-02-15,HAM,LA PLACE,FRESNEY-LE-PUCEUX,14680,,,,0,,,
BRASSERIE ARTISANALE DE DESHAIES,,2019-11-01,ALLEE,RIFLET,DESHAIES,97126,,,,0,,,
LPLA,,2016-06-17,RUE,BERTRAN DE BORN,THIVIERS,24800,,,,0,,,
LPLA,,2022-01-05,RUE,BERTRAN DE BORN,THIVIERS,24800,,,,0,,,
,LA MOUSSE DU GUIERS,2016-02-24,RUE,DU 8 MAI 1945,SAINT-GENIX-LES-VILLAGES,73240,M,JEAN,GOOVAERTS,0,,,
BRASSERIE ARTISANALE  DE REIMS,BRASSERIE LA BOUQUINE,2019-10-01,RUE,DES COMPAGNONS,CORMONTREUIL,51350,,,,0,,,
LA BRASSERIE ARTISANALE DE SAINT SAUD,,2015-12-15,,MOULIN DE MAZIERAS,ST-SAUD-LACOUSSIERE,24470,,,,0,,,
JHP,,2016-01-01,RUE,LEON BOURGEOIS,AY-CHAMPAGNE,51150,,,,0,,,
SAS JYX,BRASSERIE ARTISANALE DE SARLAT,2019-01-21,RUE,BLAISE PASCAL,SARLAT-LA-CANEDA,24200,,,,0,,,
BRASSERIE DU TREBOIS,,2016-01-01,RUE,DU TREBOIS,PIENNES,54490,,,,0,,,
BRASSERIE L'ART DE LA JOIE,,2018-06-12,AVENUE,GAMBETTA,RIVESALTES,66600,,,,0,,,
,BRASSERIE TI-CHOPE,2016-02-15,,PRAT HIR,PLOUVIEN,29860,M,SEBASTIEN,CALVEZ,0,,,
AU COEUR DU MALT,,2016-11-09,RUE,HENRI SAINTE CLAIRE DEVILLE,VERNEUIL-EN-HALATTE,60550,,,,0,,,
HEXAGONE & ALES,HEXAGONE,2016-02-01,,LE CHATEAU,SAINT-PIERRE-DU-MONT,58210,,,,0,,,
BRASSERIES DE L'ATLANTIQUE,LITTLE ATLANTIQUE BREWERY,2019-12-02,BOULEVARD,DE CHANTENAY,NANTES,44100,,,,0,,,
SARL BONNIN,BRASSERIE LA CIBULLE,2016-02-01,RUE,DE LA POSTE,MAILLE,85420,,,,0,,,
BRASSERIE TOUSSAINT,,2024-04-15,AVENUE,DE L'EUROPE,NOISY-LE-ROI,78590,,,,0,,,
BRASSERIE CHAMPDORE,,2016-02-01,,MOULIN DE BETOULE,SARRAZAC,24800,,,,0,,,
KXKL,,2015-12-10,RUE,PANNECAU,BAYONNE,64100,,,,0,,,
,,2016-02-11,CHEMIN,DE GULOUS,SADOURNIN,65220,M,IAN,SHOREY,0,,,
LA P'TITE MAIZ',LA P'TITE MAIZ',2017-02-01,RUE,ARISTIDE BRIAND,NOTRE-DAME-D'OE,37390,,,,0,,,
BRASSERIE DE L'ARNON,BRASSERIE DE L'ARNON,2016-02-02,RUE,DU PONT ROMAIN,LOYE-SUR-ARNON,18170,,,,0,,,
LA MANUFACTURE DE BIERES,LA MANUFACTURE DE BIERES,2017-11-06,AVENUE,DU 8 MAI 1945,POITIERS,86000,,,,0,,,
GANGLOFF BRASSERIE ARTISANALE,,2016-03-01,CHEMIN,DE SERRE,BESANCON,25000,,,,0,,,
BRASSERIE ARTISANALE BELLE VALLEE,,2016-03-01,,LES ARDRIERS,LAIGNE EN BELIN,72220,,,,0,,,
BRASSERIE DES 3 CROQUANTS,,2016-03-01,IMP,PIERRE CORNEILLE,BOULAZAC ISLE MANOIRE,24330,,,,0,,,
BRASSERIE DES 3 CROQUANTS,,2016-03-01,ALL,JACQUES DUCLOS,BOULAZAC ISLE MANOIRE,24330,,,,0,,,
[ND],[ND],2021-05-03,[ND],[ND],CLELLES,[ND],[ND],[ND],[ND],0,,,
LISHMAN,LISHMAN'S,2016-02-15,RUE,DE MAYENCIN,GIERES,38610,,,,0,,,
,LA CARASSONNE,2016-03-02,RUE,ELOI BORDEAU,SAINT-SEURIN-DE-CADOURNE,33180,M,ADRIEN,LAGNEAUX,0,,,
BRASSERIE COTENTINE,,2020-01-01,ROUTE,DU PONT ROSE,BARNEVILLE-CARTERET,50270,,,,0,,,
,LA BDB,2016-04-01,RUE,DE VERDUN,ROCHES-BETTAINCOURT,52270,M,DIDIER,GUERRE,0,,,
HOPALE,,2020-09-23,AVENUE,DE L'USINE,FUMEL,47500,,,,0,,,
,BRASSERIE DES STUARTS,2020-11-04,RUE,CAMBOURNAC,AUBIGNY-SUR-NERE,18700,M,AYMERIC,THIBERT,0,,,
BRASSERIE 3 MATS,BRASSERIE 3 MATS,2016-02-11,RUE,JEAN-HENRI LAMBERT,STRASBOURG,67100,,,,0,,,
GROUPEMENT DES OEUVRES LIQUIDES (GOL),,2022-12-14,,COLOBRIERES,LES BONDONS,48400,,,,0,,,
3.AS,,2016-03-01,,LAFAY,SALIGNY-SUR-ROUDON,03470,,,,0,,,
CHATEAU DE LA BIERE,,2016-03-01,,LE FAY,LONLAY L'ABBAYE,61700,,,,0,,,
BRASSERIE ARTISANALE LA BLONDE ET LA BRUNE,BRASSERIE ARTISANALE LA BLONDE ET LA BRUNE,2016-04-01,PLACE,DU CHATEAU,NEOULES,83136,,,,0,,,
BRASSERIE CORDOEIL,BRASSERIE CORDOEIL,2016-03-11,,LE VILLAGE,THORAME-BASSE,04170,,,,0,,,
,MICRO BRASSERIE HAUT CANTELOUP,2016-03-01,CHEMIN,DE L’AMITIE,FOURS,33390,M,ROMAIN,MOULINEAU,0,,,
,,2024-07-01,,LE RIO DE LA BROUE,POULIGNY-NOTRE-DAME,36160,M,PIERRE,FRANCKE,0,,,
,,2016-04-15,RUE,DEL TROUIL,MAUREILLAS-LAS-ILLAS,66480,M,CHRISTOPHE,LEDAN,0,,,
MARTUX & CIE,MARTUX & CIE,2018-03-01,CHEMIN,DE PUYPEZAC,BERGERAC,24100,,,,0,,,
MARTUX & CIE,MARTUX & CIE,2021-06-01,AVENUE,ARISTIDE BRIAND,BERGERAC,24100,,,,0,,,
MATRINA,,2016-03-04,RUE,DE LA BOLLE,SAINT-DIE-DES-VOSGES,88100,,,,0,,,
,BRASSERIE ST LIVIER,2016-04-01,RUE,DES MORILLONS,DIEUZE,57260,M,LIVIER,GERARD,0,,,
BRASSERIE LE DUFF,,2016-11-09,RUE,DE LA REPUBLIQUE,LE TEIL,07400,,,,0,,,
BRASSERIE MOEHAU,,2022-02-08,RUE,DE LA CHAPELLE SAINT-SERNIN,POINTIS-INARD,31800,,,,0,,,
BRASSERIE MACONNAISE BARTONN,BARTONN,2019-04-01,LD,LES COMBES,VARENNES-LES-MACON,71000,,,,0,,,
NOMADE BREWERY,NOMADE BREWERY,2019-09-23,RUE,ANTOINE PINAY,GENAS,69740,,,,0,,,
BRASSEURS CUEILLEURS,BRASSEURS CUEILLEURS,2019-08-06,,ZONE FIEF DE LA POINTE,LANDRAIS,17290,,,,0,,,
BRASSEURS CUEILLEURS,BRASSEURS CUEILLEURS,2022-11-01,,LES GRANDS CHAMPS,AIGREFEUILLE-D'AUNIS,17290,,,,0,,,
BRASSERIE ARTISANALE DE SERRE-PONCON,,2018-07-01,RUE,DE LA SOURCE,CHORGES,05230,,,,0,,,
BRASSERIE MIRA,,2018-07-31,AVENUE,VULCAIN,LA TESTE-DE-BUCH,33260,,,,0,,,
DAVID BREWERY,BRASSERIE UNCLE,2016-04-01,RUE,DUGUESCLIN,BINIC-ETABLES-SUR-MER,22680,,,,0,,,
,L'OURS BRASSEUR,2016-05-01,RUE,DU MOULIN,GRATTERY,70170,M,THOMAS,RENAUDIN,0,,,
THE PIGGY BREWING COMPANY,THE PIGGY BREWING COMPANY,2017-12-13,AVENUE,DU GARD,LIVERDUN,54460,,,,0,,,
,MALTEY,2016-05-01,,LE HAUT QUET,QUET-EN-BEAUMONT,38970,M,FLAVIEN,VERNET,0,,,
LE SINGE SAVANT,,2019-10-15,RUE,D'ARRAS,LILLE,59000,,,,0,,,
LA DEMARRANTE,LA DEMARRANTE,2016-04-25,AV,DES ILES,ANNECY,74000,,,,0,,,
LES BRASSINS PARISIENS,BRASSINS PARISIENS,2016-05-01,RUE,DE L'AVENIR,BAGNOLET,93170,,,,0,,,
LES BRASSINS PARISIENS,,2017-02-08,RUE,DE L'AVENIR,BAGNOLET,93170,,,,0,,,
LA SUPERBE,LA SUPERBE,2022-07-01,AVENUE,DE L' ADOUR,ANGLET,64600,,,,0,,,
BRASSERIE D A COTE,,2017-02-01,ROUTE,DE TOULON A MARSEILLE,LE BEAUSSET,83330,,,,0,,,
BRASSERIE BRAM,,2016-04-13,RTE,DU BASSIN,SAINT-LAURENT-LES-EGLISES,87240,,,,0,,,
BRASSERIE ARTISANALE L'ALZINA,BRASSERIE ARTISANALE L'ALZINA,2019-10-01,LD,LA DEGOUDE,MARQUIXANES,66320,,,,0,,,
SYBOPE,,2016-05-03,RUE,DE LA FERME,LA GENEVRAYE,77690,,,,0,,,
BRASSERIE LA FOUILLOTTE,,2019-09-10,RUE,CHRISTOPHE DENIS,EPINAL,88000,,,,0,,,
BRASSERIE TERKO,,2016-05-18,ALLEE,CASTAING,CADAUJAC,33140,,,,0,,,
LA BULLE DE CAUX,,2016-06-01,AVENUE,FOCH,SAINT-VALERY-EN-CAUX,76460,,,,0,,,
CHEZ AUGUSTE,,2016-05-18,PL,DE LA PETITE SIRENE,LA ROCHELLE,17000,,,,0,,,
LA BARB DU HAINAUT,LA BARB DU HAINAUT,2016-05-17,,PARC ACTIVITE VALLEE ECAILLON,THIANT,59224,,,,0,,,
BOLDBREW,,2020-09-29,RUE,PAUL JANET,STRASBOURG,67000,,,,0,,,
TRIPLE I,LA BEER FABRIQUE,2016-03-15,RUE,GUILLAUME BERTRAND,PARIS,75011,,,,0,,,
TRIPLE I,LA BEER FABRIQUE,2023-09-01,RUE,HEMET,AUBERVILLIERS,93300,,,,0,,,
BRASSERIE BURDIGALA,,2021-10-12,RUE,EUGENE BUHAN,GRADIGNAN,33170,,,,0,,,
,,2020-05-01,AVENUE,DU GENERAL LECLERC,BOURBOURG,59630,M,PIERRE,BOULANGER,0,,,
BRASSERIE DE LA DIEUE,BRASSERIE DE LA DIEUE,2016-06-01,RUE,DU MOULIN,DIEUE,55320,,,,0,,,
,BRASSERIE DU DYLEM,2016-06-01,RUE,DES AYRALS,RIOLS,34220,M,DYLAN,SANTANDREU,0,,,
,BRASSERIE ALPACA,2018-01-01,RUE,DE L HOMMEAU,SEGRE-EN-ANJOU BLEU,49500,M,ROMAIN,DEBAIN,0,,,
,EI L.G.V,2023-03-01,,LE GRAND VERNUSSE,VELLES,36330,M,LEO,CHAMPIGNY,0,,,
,FOREVER SUMMER,2016-05-11,RUE,JEAN BART,ANDERNOS-LES-BAINS,33510,M,ANTHONY,BERLON,0,,,
HOPPY ROAD,,2016-06-01,AVENUE,DE LA MEURTHE,MAXEVILLE,54320,,,,0,,,
HOPPY ROAD,,2023-01-01,AVENUE,DE LA MEURTHE,MAXEVILLE,54320,,,,0,,,
LA VERTUEUSE SAS,,2017-07-01,RUE,PRINCIPALE,LA CHAPELLE-MONTLIGEON,61400,,,,0,,,
"BRASSERIE MISSO ; PARTAGE ET APPRENTISAGE DE L'ELABORATION, DU BRASSAGE ET DE L'EMBOUTEILLAGE DE BIERE ARTISANALE",,2015-12-19,,ZAC DES ILES,MARCILLY D'AZERGUES,69380,,,,0,,,
,BRASSERIE METAL SNAIL,2016-06-15,,LES SUDRAS,VOUZAN,16410,M,EMMANUEL,BERLIET,0,,,
,CORNBREAD - LA GRANDE CASSEROLE,2022-09-01,ROUTE,DE BARJAC,CORNILLON,30630,M,YANN,CAMPOS,0,,,
BRASSERIE LA HULOTTE,BRASSERIE LA HULOTTE,2019-05-02,RUE,DU MOULIN,SAUTRON,44880,,,,0,,,
,BRASSERIE DU CAILLOU,2016-06-29,ROUTE,DU CAILLOU,CAILLOUX-SUR-FONTAINES,69270,M,ERIC,GILLET,0,,,
BRASSERIE DU SLALOM,BRASSERIE DU SLALOM,2018-03-16,AVENUE,DES SOURCES,LA CHAPELLE-EN-VERCORS,26420,,,,0,,,
AZIMUT BRASSERIE,,2017-04-01,AVENUE,DU DOCTEUR SCHINAZI,BORDEAUX,33300,,,,0,,,
DOMAINE DES POSSIBLES,BRASSERIE DU MANCHOT,2016-07-01,MONTEE,DE L’EGLISE,LACHASSAGNE,69480,,,,0,,,
SOFRABRA,,2016-07-01,RUE,LEMERCIER,PARIS,75017,,,,0,,,
LA BRASSERIE DU PEPERE,,2021-01-01,AVENUE,DE LA GARE,CONDOM,32100,,,,0,,,
ARCHIMALT,,2016-07-12,RUE,DU BOLLIET,SAINT-ALBAN-LEYSSE,73230,,,,0,,,
BRASSERIE DES DUNES DE FLANDRE,,2016-07-12,RUE,ROGER SALENGRO,BRAY-DUNES,59123,,,,0,,,
BRASSERIE ORITA,,2016-07-05,ROUTE,D'ORLEANS,CHAINGY,45380,,,,0,,,
BOUM'R,BOUM'R,2016-05-31,RUE,DU CHATEAU,WETTOLSHEIM,68920,,,,0,,,
,BRASSERIE PARAPLUIE,2016-09-07,AVENUE,JOSEPH DECANTER,TERDEGHEM,59114,M,JEAN,DEFRANCE,0,,,
BRASSERIE INSULAIRE,,2016-07-01,,LE PAVIOT,CHARLEVAL,27380,,,,0,,,
BRASSERIE DES SAGNES,,2016-07-18,LD,LA BOULE,MENAT,63560,,,,0,,,
JAF,,2016-01-11,RUE,PORTE NOTRE-DAME,PERNES-LES-FONTAINES,84210,,,,0,,,
LES BRASSEURS DE L'ADOUR,,2016-07-29,AVENUE,DU GENERAL LECLERC,BAGNERES-DE-BIGORRE,65200,,,,0,,,
GOODWIN BREWERY,GOODWIN BREWERY,2016-08-01,,ZA DU FOND DES ROCHES,LE BOURG D'OISANS,38520,,,,0,,,
LES BIERES DE MONTMORILLON,,2018-02-12,RUE,DES METIERS,MONTMORILLON,86500,,,,0,,,
L'HECTARE,,2016-09-01,RUE,DE PUECH VILLA,MONTPELLIER,34090,,,,0,,,
,BIERE A BICHU,2019-10-10,RUE,DE L'EGALITE,CUBRIAL,25680,M,MATHIEU,BILLEREY,0,,,
MICROBRASSERIE LES FUNAMBULES,MICROBRASSERIE LES FUNAMBULES,2020-06-01,ROUTE,DES BONS PRES,LA CROIX-DE-LA-ROCHETTE,73110,,,,0,,,
BRASSERIE DE L'AUBREE,BRASSERIE DE L'AUBREE,2021-04-01,,LD SAINT DOMITIEN,SELONNET,04140,,,,0,,,
MICROBRASSERIE DE L'ECUREUIL,LA SAINT-BABEL,2016-08-01,LD,LES CHASSAGNES,SAUXILLANGES,63490,,,,0,,,
BIG BANG BEERS,BIG BANG BEERS,2016-08-01,ROUTE,NATIONALE 20,CERCOTTES,45520,,,,0,,,
LA 3 TERTRES BRASSERIE ARTISANALE,LA 3 TERTRES,2016-08-11,CHEMIN,DE RICHELIEU,FRONSAC,33126,,,,0,,,
,KM5 BIERE,2022-03-20,ROUTE,DE MOULON,GENISSAC,33420,M,PABLO,BAEZ,0,,,
SPINTES SAS,,2022-08-15,RUE,DU LIEUTEL,BOISSY-SANS-AVOIR,78490,,,,0,,,
BEN ET CLEM,,2016-08-17,AVENUE,DU QUATOURZE,NARBONNE,11100,,,,0,,,
,BRASSERIE DE LA QUIOTTE,2016-09-01,RUE,DES ACOTS,ETALANS,25580,M,DIDIER,GROSLAMBERT,0,,,
BRASSERIE DES MONTS DU LYONNAIS,LA FRIVOLE,2016-08-03,RUE,NEY,LYON,69006,,,,0,,,
BGZ,,2020-08-01,,LA MAISON NEUVE DES AJONCS,LA FERRIERE,85280,,,,0,,,
,RERAND'BIERE,2016-10-01,,LA RERANDIERE,SAINT-DENIS-LA-CHEVASSE,85170,M,CHRISTOPHE,LORIEAU,0,,,
PRODUCTION DE BIERES ARTISANALES FERRAND ET FILS,,2016-10-20,ROUTE,DE BAYONNE,BILLERE,64140,,,,0,,,
,LA DOURBIE,2018-05-15,RUE,BAPTISTE MARCET,FONTAINE,38600,M,RENAUD,MAURY,0,,,
BRASSERIE BELLE COUR,,2016-09-23,,BELLE COUR,MONTBERT,44140,,,,0,,,
BRASSERIE SAINT MEDARD,,2016-09-25,RUE,SAINT-LAZARE,COMPIEGNE,60200,,,,0,,,
FRAMONT,BRASSERIE DE FRAMONT,2016-10-01,RUE,DU HAUT FOURNEAU,GRANDFONTAINE,67130,,,,0,,,
BRASSERIE LA GAELLE,,2016-09-25,PL,DES TILLEULS,GAEL,35290,,,,0,,,
LE VILLAGE,,2016-09-01,CHEMIN,DUFOND,SOYANS,26400,,,,0,,,
,NORMANDY BEER FACTORY,2022-08-12,RUE,DE L'ODON,MOUEN,14790,M,ETIENNE,CONFIANT,0,,,
,BRASSERIE PETITDEMANGE,2018-03-12,BOULEVARD,DES CLOMIERS,TALANT,21240,M,GEOFFREY,PETITDEMANGE,0,,,
BRASSERIE DU BAIGNEUR,LE BAIGNEUR,2016-09-12,PAS,DES PROVINS,ANNECY,74000,,,,0,,,
BRASSERIE DU BAIGNEUR,,2020-02-24,RTE,DES VERNES,ANNECY,74000,,,,0,,,
BRASSERIE KISS'WING,BRASSERIE KISS'WING,2016-09-01,QUA,DE L'EUROPE,MONTBLANC,34290,,,,0,,,
,EL' BRASSERIE DES DECO,2016-10-01,RUE,DES ECOLES,THIZY-LES-BOURGS,69240,M,MICHEL,DECOVEMACKER,0,,,
LES AMALTEURS DU PIC,,2016-08-22,ANCIEN CHEMIN,DE MURLES,VIOLS-LE-FORT,34380,,,,0,,,
BRASSERIE DE CHABLIS,,2016-10-17,RUE,DES VENDANGES,CHABLIS,89800,,,,0,,,
,BRASSERIE DES PETITES GOULEES,2016-11-01,AVENUE,DU VERCORS,SAINTE-EULALIE-EN-ROYANS,26190,M,MAXIME,CHANTEFORT,0,,,
MAGE MALTE,,2022-09-01,RUE,CHARLES GRANGER,MAMERS,72600,,,,0,,,
,BRASLOU BIERE,2016-09-19,,LES VARENNES,BRASLOU,37120,M,THOMAS,BARNES,0,,,
MICRO BRASSERIE B'S BAR,,2016-11-17,,LD PENIC,SAINT-MARTIN-DU-PUY,33540,,,,0,,,
BRASSERIE DE CORNOUAILLE,BRASSERIE DE CORNOUAILLE,2016-11-01,,KERLEAN,CONCARNEAU,29900,,,,0,,,
LA BELLE JOIE,LA BELLE JOIE,2020-06-01,RUE,MARECHAL JOFFRE,HENNEBONT,56700,,,,0,,,
