name_entreprise,name_establishment,creation_date,type_way,address,city,postal_code,gender,first_name,last_name,brewery_status,created_by,last_modification_date,last_modified_by
LA BRASSERIE BARGE,LA BRASSERIE BARGE,2016-10-25,RUE,DU POTEAU DES 3 SEIGNEURS,RAMBOUILLET,78120,,,,0,,,
LA BRASSERIE BARGE,LA BRASSERIE BARGE,2023-08-01,RUE,DE CLAIREFONTAINE,RAMBOUILLET,78120,,,,0,,,
SAS 2N,BRASSERIE DU BOULONNAIS,2020-07-01,RUE,DES TUMULUS,MARQUISE,62250,,,,0,,,
L'INSTANT,L'INSTANT,2019-12-12,RUE,DU PRE DES AULNES,PONTAULT-COMBAULT,77340,,,,0,,,
BRASSERIE LA CANYA,,2019-09-16,,PARC ARTISANAL ALBERES,SAINT-ANDRE,66690,,,,0,,,
,BRASSERIE KIPETT,2016-11-09,ROUTE,D' HASPARREN,BRISCOUS,64240,M,ERWANN,PORTAIS,0,,,
BELLEGARD'ELFE,BELLEGARD'ELFE BRASSERIE ARTISANALE DE BELLEGARDE,2016-11-08,CHEMIN,DES CHENES BLANCS,BELLEGARDE,30127,,,,0,,,
EURL LA BRASSERIE DES ECLUSES,,2024-01-28,ROUTE,D'ORLEANS,SAINT-HILAIRE-SAINT-MESMIN,45160,,,,0,,,
BRASSERIE L'AMOUR FOU,,2016-11-04,AVENUE,CHARLES DE GAULLE,NEUILLY-SUR-SEINE,92200,,,,0,,,
BRASSERIE LA ROOF,BRASSERIE LA ROOF,2016-11-01,,LE PATY,FOUCHERES,10260,,,,0,,,
BRASSERIE LILLOISE,,2017-02-01,AVENUE,DE L'EUROPE,RONCQ,59223,,,,0,,,
BRASSERIE DES PAP'ILLES,BRASSERIE DES PAPI'LLES,2016-11-16,RUE,DE LA CHAPELLE,ANTHELUPT,54110,,,,0,,,
WAALE,WAALE,2019-04-12,RUE,EMILE DELLETTE,WASQUEHAL,59290,,,,0,,,
MBT,,2016-11-14,RUE,DES DEVALLERIES,LA RICHE,37520,,,,0,,,
BRASSERIE DE GRENOBLE,BRASSERIE DE GRENOBLE,2018-03-07,RUE,D'ALEMBERT,GRENOBLE,38000,,,,0,,,
ENTRE 2 BULLES,,2017-06-01,RUE,DU MOULIN,CAUFFRY,60290,,,,0,,,
BRASSERIE ATHANOR,,2016-11-21,,LA DOLERIE,ARGENTRE-DU-PLESSIS,35370,,,,0,,,
LOBATO,LA PETITE LANDAISE,2024-02-12,ROUTE,DES LACS,SAINT-JULIEN-EN-BORN,40170,,,,0,,,
SAS L.P.O,LA PUCELLE D'ORLEANS,2016-11-29,RUE,FOSSE DE MEULE,ORLEANS,45100,,,,0,,,
SAS L.P.O,,2020-04-27,AVENUE,DU GENERAL LECLERC,SAINT-JEAN-DE-BRAYE,45800,,,,0,,,
NAUERA BIERES ET VINS,,2016-12-01,,LE TREYTIN,SAINT-LAURENT-MEDOC,33112,,,,0,,,
WILD DOG BREWERY,WILD DOG BREWERY,2021-11-01,RUE,DE L'ORGERIE,BALAZE,35500,,,,0,,,
BRASSERIE BELLENAERT,,2016-11-28,ROUTE,DE LA BELLE CROIX,BAILLEUL,59270,,,,0,,,
EURL LEMOVICE,,2020-02-17,RUE,DE LIMOGES,RAZES,87640,,,,0,,,
BRASSERIE PRAELLI,BRASSERIE PRAELLI,2016-12-02,,LE PETIT FAYES,PERCHE-EN-NOCE,61340,,,,0,,,
L'ATELIER BRASSICOLE,,2016-10-05,CHEMIN,DU GARRIGAS,ROQUEBRUN,34460,,,,0,,,
BRASSERIE VERDUS,,2016-12-08,CHATEAU,DU GRAND VERDUS,SADIRAC,33670,,,,0,,,
BRASSERIE ARTISANALE BRESCOU,BRASSERIE ARTISANALE BRESCOU,2016-12-01,RUE,PIERRE PAUL RIQUET,AGDE,34300,,,,0,,,
SAS CAPS,LA PETITE AIXOISE,2017-03-20,AVENUE,DE L'EUROPE,SAINT-CANNAT,13760,,,,0,,,
ZOOBREW,,2017-02-01,AVENUE,BLAISE PASCAL,CASTELNAU-LE-LEZ,34170,,,,0,,,
,SKRAVIG,2017-01-02,,PALUD GRONVAL,PLOVAN,29720,M,DOMINIQUE,HENRY,0,,,
BRASSERIE D'ORGEMONT,,2016-12-15,RUE,DE L’HOTEL-DIEU,SOMMEPY-TAHURE,51600,,,,0,,,
LA VINCENOISE,,2016-12-22,RUE,DU COMMANDANT MOWAT,VINCENNES,94300,,,,0,,,
BRASSERIE ARTISANALE LA MAURE,,2017-01-02,CHEMIN,DE BENAT,BORMES-LES-MIMOSAS,83230,,,,0,,,
BRASSERIE CAPORAL,,2017-09-19,RUE,DU GENERAL LIONEL DE MARMIER,TOULOUSE,31300,,,,0,,,
LA FURIEUSE,LA FURIEUSE,2017-01-02,RUE,DE LA MALADIERE,SASSENAGE,38360,,,,0,,,
BRASSERIE THIBORD,,2016-12-19,RUE,DE LA REPUBLIQUE,AIX-VILLEMAUR-PALIS,10160,,,,0,,,
LA MOUSSE DES TEMPS,,2024-01-01,RUE,DE ROUEN,BOURG-ACHARD,27310,,,,0,,,
SAS BRUNACK,SAS BRUNACK,2017-07-01,ROUTE,DE MANOT,ANSAC-SUR-VIENNE,16500,,,,0,,,
[ND],[ND],2020-09-01,[ND],[ND],JUVIGNY VAL D'ANDAINE,[ND],[ND],[ND],[ND],0,,,
LA COURTOISE,,2017-10-10,RUE,DES PEUPLIERS,NERY,60320,,,,0,,,
,BRASSERIE DU SIDOBRE,2017-01-09,RUE,VIALAVERT,LE BEZ,81260,M,SYLVAIN,LIAGRE,0,,,
,RICHIER,2017-01-09,,CHEM DE LA SOURCE,MERINDOL,84360,M,OLIVIER,RICHIER,0,,,
[ND],[ND],2019-08-01,[ND],[ND],PLATEAU D'HAUTEVILLE,[ND],[ND],[ND],[ND],0,,,
G2B,,2016-11-01,RUE,DES LACS,HOSTENS,33125,,,,0,,,
G2B,,2017-02-08,CHEMIN,DES BOULANGERS,LE BARP,33114,,,,0,,,
BRASSERIE ARTISANALE DES QUATRE PAYS,,2017-01-10,RUE,DU MAL DE LATTRE DE TASSIGNY,HIRTZBACH,68118,,,,0,,,
[ND],[ND],2024-01-01,[ND],[ND],CHEVEUGES,[ND],[ND],[ND],[ND],0,,,
,MICRO BRASSERIE RIVE DROITE RIVE GAUCHE,2018-01-10,RUE,DES BRUYERES,SEVRES,92310,M,BENOIT,SEVIC,0,,,
BRASSERIE LA BRAMETTE,,2022-06-01,ROUTE,DE LA QUILLANE,MATEMALE,66210,,,,0,,,
BRASSERIE RABOURDIN,,2016-12-02,RUE,LA FAYETTE,COURPALAY,77540,,,,0,,,
,BRASSERIE LA COURTE ECHELLE,2017-01-23,,LE DUELLAS,SAINT MARTIAL D'ARTENSET,24700,M,ADRIEN,KEMPF,0,,,
BRASSERIE LA CHAOUETTE SARL,,2017-01-02,ROUTE,NATIONALE,SAIZERAIS,54380,,,,0,,,
BRASSERIE DE PUYRICARD,BULLES DE PROVENCE - BRASSERIE EQUIP'MENT - LA ROUSTE,2024-05-14,CHEMIN,DE LA VALENTINE,AIX-EN-PROVENCE,13540,,,,0,,,
BLUE COAST BREWING COMPANY,,2017-01-30,CHEMIN,DE SAQUIER,NICE,06200,,,,0,,,
BRASSERIE KRUGS,BRASSERIE KRUGS,2017-01-01,PLACE,DU COLONEL TOURRE,RUOMS,07120,,,,0,,,
SAS PETROL BREWING CO.,PETROL BREWING CO.,2017-01-07,BOULEVARD,RICHARD LENOIR,PARIS,75011,,,,0,,,
,MICROBRASSERIE EPINEAUX,2017-01-30,RUE,DE LA GARE,CORZE,49140,M,SIMON,BRIGLIA,0,,,
BRASSERIE DES NOTES EN BULLES,,2017-01-05,AVENUE,LOUIS LEPINE,MONTBRISON,42600,,,,0,,,
,BRASSERIE RADWULF,2017-01-10,CHEMIN,DU GALGENWEG,VIEUX-FERRETTE,68480,M,RAOUL,ZIMMERMANN,0,,,
[ND],[ND],2024-05-01,[ND],[ND],BREVILLE,[ND],[ND],[ND],[ND],0,,,
LES BIERES DE L'ERMITAGE,LES BIERES DE L'ERMITAGE,2017-02-01,PLACE,DE LA BASILIQUE MARIENTHAL,HAGUENAU,67500,,,,0,,,
BRASSERIE2LEQUIPAGE,,2017-01-30,RUE,DES JACINTHES SAUVAGES,BONNELLES,78830,,,,0,,,
BRASSEUR TOULOUSAIN,MABS,2017-01-25,RUE,EMILE DEWOITINE,CORNEBARRIEU,31700,,,,0,,,
BRASSERIE THIEFINE,BRASSERIE THIEFINE,2017-02-06,RUE,DES CYTISES,BREUIL-LA-REORTE,17700,,,,0,,,
ECOL' AUX MOUSSES,ECOL' AUX MOUSSES,2020-03-01,RUE,DE PICARDIE,ARSY,60190,,,,0,,,
14 JANVIER,BRASSERIE DE LA HOU,2017-01-27,RUE,ZAE,GROISY,74570,,,,0,,,
MICROMEGAS MICROBRASSERIE,,2017-01-11,AVENUE,DU GENERAL DE GAULLE,SAINT-SEVER,40500,,,,0,,,
MIZENBIERE,,2017-02-14,RUE,ALEXANDRE GHIBAUDO,LA SEYNE-SUR-MER,83500,,,,0,,,
BRASSERIE SEPTANTE DEUX,,2019-10-18,RUE,DU DOCTEUR LEROY,LE MANS,72000,,,,0,,,
BRASSERIE DE LA SEMENE,BRASSERIE DE LA SEMENE,2017-03-01,RUE,LOUIS JACQUEMIN,SAINT-GENEST-MALIFAUX,42660,,,,0,,,
DEMI-LUNE BRASSERIE,,2017-02-10,AVENUE,DE LA REPUBLIQUE,TASSIN-LA-DEMI-LUNE,69160,,,,0,,,
LE BLAIREAU,LE BLAIREAU QUI BRASSE,2017-03-27,CHEMIN,DU PERREY,PASSY,74190,,,,0,,,
LE BLAIREAU,,2018-09-01,CHEMIN,DU PECHIEU,PASSY,74190,,,,0,,,
BRASSERIE DU HABERT,,2017-03-10,,ZA DU BRESSON,LE TOUVET,38660,,,,0,,,
,BRASSERIE DE L'IMPRIMERIE,2017-03-01,RUE,DE QUIMPERLE,BANNALEC,29380,M,AURELIEN,PICARD,0,,,
,BRASSERIE BUBULLE,2017-02-08,RUE,DE PLAISANCE,MARSAL,57630,M,JONATHAN,CONRARD,0,,,
BRASSERIE BELLOUFF,BRASSERIE ARTISANALE BELLOUFF,2017-02-15,AVENUE,DE LA VERTONNE,VERTOU,44120,,,,0,,,
GARATELLE BRASSERIE BIO DU PAYS DES OLONNES,,2017-03-15,RUE,DE LA NOUETTE,VAIRE,85150,,,,0,,,
,LES BIERES DU BIGOURD,2017-01-02,,LA VENUE DE CARPENTRAS,MAZAN,84380,M,JEROME,GIMBERT,0,,,
LES DEUX FONT LA BIERE,LES DEUX FONT LA BIERE,2017-10-01,AVENUE,DES CANIERS,AUBAGNE,13400,,,,0,,,
BDLP,BRASSERIE DE LA PRESQU'ILE D'ARVERT,2018-03-01,RUE,DES BOULEAUX,ARVERT,17530,,,,0,,,
B-U,,2020-01-15,RUE,ADA BYRON,PAU,64000,,,,0,,,
MICROBRASSERIE MAPPINESS,,2021-07-01,RUE,WILSON,DECINES-CHARPIEU,69150,,,,0,,,
L'OPERCULE,L'OPERCULE,2018-09-01,AV,DE SALM,SENONES,88210,,,,0,,,
LA PART DES AUTRES,LA PART DES AUTRES,2018-05-01,LD,VILLARS,SAINT-JUST-LA-PENDUE,42540,,,,0,,,
BRASSERIE DES LIGURES,BRASSERIE DES LIGURES,2019-04-27,ROUTE,DES CLUES,PEILLE,06440,,,,0,,,
BRASSERIE ALBA,BRASSERIE ALBA,2017-02-09,AVENUE,DU DOCTEUR NOEL FRANCHINI,AJACCIO,20090,,,,0,,,
MASHROOMS,,2017-02-27,RUE,GUSTAVE ROUANET,PARIS,75018,,,,0,,,
BRASSERIE L'EFFET PAPILLON,,2017-04-01,AVENUE,GUSTAVE EIFFEL,MERIGNAC,33700,,,,0,,,
BRASSERIE LA SINGULIERE,,2017-02-24,QUAI,DE BOSC,SETE,34200,,,,0,,,
BRASSERIE LA SINGULIERE,,2023-06-15,RUE,DES CHARBONNIERS,SETE,34200,,,,0,,,
,BRASSERIE KANETTE,2017-03-13,IMPASSE,DE CASSELONG,AURADE,32600,M,OLIVIER,GILLET,0,,,
GROUPE CAQUOT,,2018-11-01,RUE,DU CLERGEON,ENTRELACS,73410,,,,0,,,
MICRO-BRASSERIE BACOTTE,,2017-02-10,RUE,DES HETRES,CHARTRETTES,77590,,,,0,,,
MICRO BRASSERIE BALTHAZAR,MICRO BRASSERIE BALTHAZAR,2017-04-03,BOULEVARD,DE MENILMONTANT,PARIS,75020,,,,0,,,
,BRASSERIE LACOUME,2017-01-02,RUE,DE LA MARE BALIN,SINCENY,02300,M,DIDIER,LACOUME,0,,,
,AUBERGE VERDON,2021-01-21,,ZONE ARTISANALE,LA PALUD-SUR-VERDON,04120,M,REMY,DRESCO,0,,,
WALKER EXPERIENCE,WALKER EXPERIENCE,2021-03-01,ZONE,D'ACTIVITE DE LA BRIQUETERIE,SAINT-JACQUES-SUR-DARNETAL,76160,,,,0,,,
BRASSERIE LA MANDALE,,2022-02-01,RUE,DES FOURS A CHAUX,DOMPCEVRIN,55300,,,,0,,,
GLOBULLES,GLOBULLES,2017-04-01,RUE,XAVIER BICHAT,MARGUERITTES,30320,,,,0,,,
BRASSERIE DU PETIT CABOULOT,,2017-04-01,CHE,DES CIGALES,ENTRE-VIGNES,34400,,,,0,,,
LA BRASSERIE DE ROCHE COLOMBE,,2017-11-01,CHE,DES MARLHES,VALENCE,26000,,,,0,,,
,BRASSERIE ARTISANALE AMMONITE/L'AME DU VIN,2018-06-11,RUE,DU CHATEAU,SENNECEY-LE-GRAND,71240,M,SIMON,LECOMTE,0,,,
LE COCHON VOLANT,,2017-03-10,GR,VAYSSE BARTHELEMY,QUILLAN,11500,,,,0,,,
,,2017-03-24,,LA BOYERE,SAINT-SAUVEUR-DES-LANDES,35133,M,SIMON,SMITH,0,,,
BRASSERIE FP,,2017-03-15,RUE,DE L’HOTEL DE VILLE,DUN-SUR-MEUSE,55110,,,,0,,,
BRASSERIE FP,,2022-09-01,RUE,DE DUN,MILLY-SUR-BRADON,55110,,,,0,,,
BRASSERIE DE LA JUINE,BRASSERIE DE LA JUINE,2017-09-26,RUE,DE LA TOUR DE POCANCY,JANVILLE-SUR-JUINE,91510,,,,0,,,
SARLU DE L'ARREC,BRASSERIE DE L'ARREC,2017-04-05,CHEMIN,CARRERE,ESTIALESCQ,64290,,,,0,,,
LE FRANC BRASSEUR,,2018-11-09,ALLEE,DU CANAL,RONCHAMP,70250,,,,0,,,
L'ATELIER BRASSICOLE,,2017-03-01,AVENUE,DES ORANGERS,ROQUEBRUN,34460,,,,0,,,
,MISTRALE BIERE DE LA RIVIERA,2017-04-03,RUE,DE LA BOURGADE,TOURRETTES-SUR-LOUP,06140,M,SINCLAIR,JEANGEORGE,0,,,
LA BRASSERIE DE L'ESCAUT,LA BRASSERIE DE L'ESCAUT,2017-04-03,PLACE,CHARLES DE GAULLE,VENDHUILE,02420,,,,0,,,
BRASSERIE ARTISANALE DE LA RENTE ROUGE,,2017-04-01,,LA RENTE ROUGE,CHARGEY-LES-GRAY,70100,,,,0,,,
BRASSERIE DU CASTELLET,,2017-09-01,AVENUE,DE MADRID,SIGNES,83870,,,,0,,,
BRASSERIE DE CHANAZ,,2017-04-01,ROUTE,DU CANAL,CHANAZ,73310,,,,0,,,
BRASSERIE DE CHANAZ,,2024-01-01,RTE,DU PONT NOIR,CULOZ-BEON,01350,,,,0,,,
LA MONNAIRIE,,2017-04-10,RUE,DE LA ROBERDERIE,CHATEAU-GONTIER-SUR-MAYENNE,53200,,,,0,,,
BRASSERIE COUSIN,,2017-04-10,RUE,DE LA PETITE VITESSE,PRE-EN-PAIL-SAINT-SAMSON,53140,,,,0,,,
TWO DUDES,,2023-12-22,ROUTE,DES VIGNOBLES,CRECHES-SUR-SAONE,71680,,,,0,,,
MK PRODUCTION,,2021-08-24,LD,LA THEBAULTIERE,APREMONT,85220,,,,0,,,
SMOKE HOUSE,LE SOLEREY,2017-03-06,AVENUE,DES ALPAGES,LES HOUCHES,74310,,,,0,,,
,,2017-05-01,RUE,DU DOCTEUR CIVIALE,VIC-SUR-CERE,15800,M,NICOLAS,VALOT,0,,,
BRASSERIE DES DEUX AMANTS,,2017-04-18,VOIE,DES VENDAISES,VAL-DE-REUIL,27100,,,,0,,,
LA BRASSERIE PORQUEROLLAISE,,2017-04-01,,ILE DE PORQUEROLLES,HYERES,83400,,,,0,,,
BRASSERIE DUCHMANN,,2017-04-21,RUE,DE LORIOT,HADANCOURT-LE-HAUT-CLOCHER,60240,,,,0,,,
BRASSERIE DUCHMANN,BRASSERIE DUCHMANN,2020-02-03,RUE,PAUL JOURNEE,CHAUMONT-EN-VEXIN,60240,,,,0,,,
BRASSERIE LONGUE VIE,BRASSERIE LONGUE VIE,2017-05-01,ROUTE,DE CORSAS,SAINT-VICTOR,07410,,,,0,,,
ASSOCIATION DES BRASSEURS ET BIEROLOGUES AMATEURS DE KINTZHEIM ET ENVIRONS,,2017-03-13,RUE,DU CHEMIN VIEUX,KINTZHEIM,67600,,,,0,,,
,BRASSERIE DE LA ROCHE AIGUE,2017-04-01,RUE,DE LA GARE,MALAIN,21410,F,JENNIFER,LANGLOIS,0,,,
BRASSERIE DU PAYS TOY,,2017-04-13,,LE VILLAGE,SASSIS,65120,,,,0,,,
,LFTG,2017-04-23,RUE,EMILE ZOLA,MILLAS,66170,M,SEBASTIEN,BADIE,0,,,
HUGINS BREW,LA BRASSERIE BERROISE,2021-11-01,AVENUE,PAUL GRANET,BERRE-LES-ALPES,06390,,,,0,,,
BRASSERIE ARTISANALE DE L'ANSE,BRASSERIE ARTISANALE DE L'ANSE,2017-04-26,RTE,DU FOND DE L'ANSE,MIQUELON LANGLADE,97500,,,,0,,,
LA BRASSERIE DU SAINT ESPRIT,LA BRASSERIE DU SAINT ESPRIT,2017-05-01,RUE,DES DEPORTES,PLEDELIAC,22270,,,,0,,,
,BRASSERIE ARTISANALE LA MACHOTTE,2020-06-08,CHEMIN,DE LA GANSE,SARRIANS,84260,F,PERRINE,ZELTNER,0,,,
IRON,,2017-04-01,RTE,DE ST NAUPHARY,MONTAUBAN,82000,,,,0,,,
BREWTEC,BREWTECH EUROPE,2017-06-01,RTE,DE CARCASSONNE CD 118,PIEUSSE,11300,,,,0,,,
LA BRASSERIE DU LOUP,LA BRASSERIE DU LOUP,2017-04-20,RTE,DE BOURBON,LE VEURDRE,03320,,,,0,,,
BRASSERIE DISTILLERIE LASCAUX,,2017-05-13,LD,LES TANDINERIES,LA CHAPELLE-AUBAREIL,24290,,,,0,,,
,BRASSERIE DE LA MUZE,2017-05-01,,CASTELMUS,CASTELNAU-PEGAYROLS,12620,M,CEDRIC,TREMOLIERES,0,,,
,BRASSERIE L'ATELIER GABRIEL,2019-09-01,RUE,DES EGLANTIERS,BAGES,66670,M,GABRIEL,TRANDAFIR,0,,,
BRASSERIE GOAREM,BRASSERIE GOAREM,2018-05-02,ROUTE,DE GUENGAT,PLONEIS,29710,,,,0,,,
LA BRASSERIE DES JEROME - J & J,,2023-06-15,RUE,GASTON MIGAUD,SURGERES,17700,,,,0,,,
BRASSERIE DES 2 ROCHES,,2021-06-14,IMPASSE,DES BRASSES,ROMANECHE-THORINS,71570,,,,0,,,
ATYPIK,,2017-04-27,RUE,LORION BLACHERE,VALLON-PONT-D'ARC,07150,,,,0,,,
BRASSERIE ARTISANALE CONNECTEE DE KEMPER,,2018-05-23,RUE,HAUTE,QUIMPER,29000,,,,0,,,
,BRASSERIE LA FLORENCIERE,2017-05-04,,LA PALASTRIERE,VAL-DU-LAYON,49190,M,FABIEN,KUBECKI,0,,,
VELVET THIRST COMPANY,VELVET THIRST,2017-06-01,LD,LE LUTEAU,OUTARVILLE,45480,,,,0,,,
BRASSERIE LA COMEDIENNE,,2023-01-16,AVENUE,ELSA TRIOLET,AVIGNON,84000,,,,0,,,
BIG MOUNTAIN BREWING COMPANY,,2023-04-26,RUE,DU DOCTEUR GALLET,CLUSES,74300,,,,0,,,
LBR,BRASSERIE WONDERLAND,2024-06-10,ROUTE,DE CROTH,SOREL-MOUSSEL,28260,,,,0,,,
BRASSERIE NATURELLE DES LANDES,BRASSERIE NATURELLE DES LANDES,2017-05-20,RUE,DU MOULIN,LIT-ET-MIXE,40170,,,,0,,,
LA CASTAGNE,,2017-10-06,RUE,MAURICE SASSI,TENDE,06430,,,,0,,,
,,2017-07-01,RUE,DU STADE,VILLARS-SOUS-DAMPJOUX,25190,M,YVON,PASQUA,0,,,
BRASSERIE L'INTEMPORELLE,,2019-07-03,RUE,DE PAS,WAILLY,62217,,,,0,,,
SAS LES DEUX FRERES,,2021-01-01,ROUTE,FULGENCE BIENVENUE,GENNEVILLIERS,92230,,,,0,,,
LA BRASSERIE DOLOISE,,2017-05-30,RUE,XAVIER JOLY,DOLE,39100,,,,0,,,
LA BRASSERIE DOLOISE,,2018-05-28,,SANCTUAIRE LE MONT-ROLAND,JOUHE,39100,,,,0,,,
BRASSERIE ARTISANALE DU MAQUIS,,2017-06-14,LOTISSEMENT,LORELLO,GROSSETO-PRUGNA,20166,,,,0,,,
BIERE DE L'ABBAYE DE SIGNY,,2017-05-15,RUE,DE L’ABBAYE,SIGNY-L'ABBAYE,08460,,,,0,,,
BRASSERIE PAPILLON,BRASSERIE PAPILLON,2019-03-15,,,SALINS-LES-BAINS,39110,,,,0,,,
L ETANG DE BIERE,,2017-07-01,AV,DES 53,SAINT CHAMAS,13250,,,,0,,,
BRASSERIE SAINT-CLAIR,,2017-06-21,ROUTE,NATIONALE 75,MONTAGNAT,01250,,,,0,,,
KSAR,CASSE COU,2018-10-01,,LE PEU RELEVE,CHARRON,17230,,,,0,,,
BRASSERIE BRUEL,,2017-06-23,RUE,DU HAMEAU DU CAMPOT,TARNOS,40220,,,,0,,,
BRASSERIE SOMMIER,BRASSERIE SOMMIER,2017-06-22,RUE,BALZAC,MONTOIRE SUR LE LOIR,41800,,,,0,,,
BRASSERIE ST AVOLD,,2017-06-23,IMPASSE,DE LA BASILIQUE,SAINT-AVOLD,57500,,,,0,,,
BRASSERIE ST AVOLD,ST NABOR,2021-01-02,AVENUE,ANDRE VIAUD,FAULQUEMONT,57380,,,,0,,,
3B S,,2021-07-01,RUE,MARCEL JANET,SAINT-MEDARD-DE-MUSSIDAN,24400,,,,0,,,
BERNARD MAGREZ LOCAL BEER,,2021-10-08,CHEMIN,DU SARTRE,LEOGNAN,33850,,,,0,,,
,BISTROT LA DENTELLE,2017-07-01,,LE CHAMBON,GOUDET,43150,M,NICOLAS,BRET,0,,,
,BRASSERIE DE LA FONTAINE,2017-07-01,RUE,D'ALEMBERT,BAGNOLET,93170,M,JEAN CHARLES,GUIGUES,0,,,
HOPS,,2021-01-21,,GORREQUER,SAINT-YVI,29140,,,,0,,,
BRASSERIE TUMULTE,,2017-06-30,,GRANDE RUE,MAGNIERES,54129,,,,0,,,
EURL GUYADER,BRASSERIE DE L'OMBRE,2017-05-31,RUE,DES NOES,PLELAN-LE-GRAND,35380,,,,0,,,
SAISON 86,,2023-12-19,CHEMIN,DE LA TOUVIERE,PEYRIEU,01300,,,,0,,,
BRASSERIE DE RASPAILHAC,,2017-07-15,,HAMEAU DE RASPAILLAC,SAINT-VINCENT-D OLARGUES,34390,,,,0,,,
ZYTHOMANIACS,,2017-07-01,RUE,DES MOISSONNEURS,DONCOURT-LES-LONGUYON,54620,,,,0,,,
BRASSERIE DU 5 BIS,,2017-06-19,AVENUE,DE LA MER,LA PALME,11480,,,,0,,,
LES BRASSEURS DE L'IMPOSSIBLE,,2022-10-18,RUE,DU SEIL,REZE,44400,,,,0,,,
BRASSERIE ARTISANALE MAD OCC',MAD OCC',2017-06-03,AVENUE,DE LA GARE,MACAU,33460,,,,0,,,
BRASSERIE LA MISE EN BIERE,,2019-07-10,ROUTE,DE VARENNES-SAINT-SAUVEUR,CONDAL,71480,,,,0,,,
,LA MOUSSIERE,2017-07-01,ROUTE,DE L'EPAXE,LA HOUSSIERE,88430,M,GILLES,HECKER,0,,,
LA BIERE DU SCHARRACH,,2017-07-05,RUE,PRINCIPALE,SCHARRACHBERGHEIM-IRMSTETT,67310,,,,0,,,
L'ATELIER D'ARTHUR,,2017-07-01,RUE,DES SOURCES,ILLIES,59480,,,,0,,,
BRASSERIE ARTISANALE COMBORO,,2017-07-19,,LACHAUX,CHATEAUNEUF-LES-BAINS,63390,,,,0,,,
BRASSERIE ARTISANALE COMBORO,,2020-05-11,RUE,BLAISE PASCAL,SAINT-GERVAIS-D'AUVERGNE,63390,,,,0,,,
,L'AY-CHOPES,2022-06-01,ROUTE,DE NOTRE DAME D'AY,SAINT-ROMAIN-D'AY,07290,M,CEDRIC,OSSART,0,,,
LA MANDRA,LA MANDRA,2017-04-01,RUE,SAINT JOSEPH,SOULATGE,11330,,,,0,,,
SAINT FIACRE,,2017-07-26,PLACE,CAMUS,CRECY-LA-CHAPELLE,77580,,,,0,,,
TOM AND CO,,1900-01-01,RUE,DES CAPUCINS,LYON,69001,,,,0,,,
LA FREHELOISE,LA FREHELOISE,2018-07-01,RUE,DE LA PIECE MONSIEUR,FREHEL,22240,,,,0,,,
LA FREHELOISE,,2024-06-20,,BOULEVARD DE LA MANCHE - PLEHERE,FREHEL,22240,,,,0,,,
BRASSERIE DE CLERCK,,2017-07-01,RUE,GEORGES CLEMENCEAU,PERONNE,80200,,,,0,,,
LA GARONNETTE,,2020-02-04,RUE,HENRI MAYER,TOULOUSE,31100,,,,0,,,
MICRO BRASSERIE MATHUR,MICRO BRASSERIE MATHUR,2017-08-14,RUE,FOURRIER D'HINCOURT,NOMENY,54610,,,,0,,,
,,2020-01-01,RUE,DE LA REPUBLIQUE,VILLENOUVELLE,31290,M,FRANCK,MORIAN,0,,,
LA LOUPIOTE,,2021-05-25,ROUTE,DE LYON,SAINT-GENIS-L'ARGENTIERE,69610,,,,0,,,
L'ATELIER BIERE,L'ATELIER BIERE,2017-09-12,RUE,DU MIRAIL,BORDEAUX,33000,,,,0,,,
BRASSERIE LA CONVIVIALE,LA CONVIVIALE,2022-10-01,RUE,DES CHATAIGNIERS,CHATEAU-THEBAUD,44690,,,,0,,,
FOUGERE,,2017-05-18,,SAINT GENIS,MENS,38710,,,,0,,,
BRASSERIE LE MAZOT,,2022-01-01,ROUTE,DES PEUPLIERS,CHAMPANGES,74500,,,,0,,,
BRASSERIE BREGUET,,2017-08-08,CHEMIN,DE LA POTERIE,REVEL,31250,,,,0,,,
LE BRASSEUR ARVERNE,,2018-03-01,RUE,AMABLE FAUCON,RIOM,63200,,,,0,,,
LES BIERES DE L'OISANS,,2017-09-01,AVENUE,DE LA REPUBLIQUE,LE BOURG-D'OISANS,38520,,,,0,,,
,LA NUIT DU CHAT,2023-05-29,,GRANDE RUE,FESCAMPS,80500,F,ANNE-SOPHIE,SAJOT,0,,,
LES BIERES DU CLOS,LES BIERES DU CLOS,2017-09-01,RUE,DE LA MOUCHONNERIE,BOUGUENAIS,44340,,,,0,,,
LES BIERES DU CLOS,LARSEN MICROBRASSERIE,2023-09-01,RUE,DES MINAIS,BOUGUENAIS,44340,,,,0,,,
,,2017-08-30,,TORLAN,MALGUENAC,56300,F,VICKY,BREWSTER,0,,,
BAAM,BRASSERIE DES ALPES MANCELLES,2017-10-01,,ZA LA PROMENADE,SAINT-OUEN-DE-MIMBRE,72130,,,,0,,,
"LA GEANTE DE PROVENCE, BIERE DU VENTOUX","LA GEANTE DE PROVENCE, BIERE DU VENTOUX",2017-06-06,,LE VILLAGE,BRANTES,84390,,,,0,,,
BRASSERIE DU PAYS DES GAVES,,2021-06-21,CHEMIN,DE L'HERBE,ARGELES-GAZOST,65400,,,,0,,,
